nohup: ignoring input
INFO:root:
CUDNN VERSION: 8500
INFO:root:Loading train dataset
INFO:root:Avaliable images: 60000
INFO:root:Running on 10000 images
INFO:root:building database...
PID:  2346548
  0%|          | 0/10000 [00:00<?, ?it/s]
  5%|5         | 519/10000 [00:00<00:01, 5188.62it/s]
 10%|#         | 1038/10000 [00:00<00:01, 5185.25it/s]
 16%|#5        | 1584/10000 [00:00<00:01, 5310.22it/s]
 21%|##1       | 2117/10000 [00:00<00:01, 5317.26it/s]
 27%|##6       | 2673/10000 [00:00<00:01, 5403.78it/s]
 32%|###2      | 3234/10000 [00:00<00:01, 5472.74it/s]
 38%|###7      | 3782/10000 [00:00<00:01, 5434.06it/s]
 43%|####3     | 4332/10000 [00:00<00:01, 5452.46it/s]
 49%|####8     | 4878/10000 [00:00<00:00, 5394.46it/s]
 54%|#####4    | 5418/10000 [00:01<00:01, 4343.87it/s]
 59%|#####9    | 5925/10000 [00:01<00:00, 4530.12it/s]
 65%|######4   | 6470/10000 [00:01<00:00, 4778.99it/s]
 70%|#######   | 7009/10000 [00:01<00:00, 4947.61it/s]
 75%|#######5  | 7540/10000 [00:01<00:00, 5047.98it/s]
 81%|########  | 8065/10000 [00:01<00:00, 5102.65it/s]
 86%|########5 | 8587/10000 [00:01<00:00, 5136.60it/s]
 91%|#########1| 9138/10000 [00:01<00:00, 5246.20it/s]
 97%|#########6| 9679/10000 [00:01<00:00, 5292.14it/s]
100%|##########| 10000/10000 [00:01<00:00, 5132.37it/s]
INFO:root:database build finish
INFO:root:Using MUNIT output from /mnt/raid/home/eyal_michaeli/git/imaginaire/logs/2023_0421_1405_28_ampO1_lower_LR/inference_cp_400k_style_std_1.5_on_new_10k/
INFO:root:Loading validation dataset
INFO:root:Avaliable images: 10000
INFO:root:Running on 3300 images
INFO:root:building database...
  0%|          | 0/3300 [00:00<?, ?it/s]
 16%|#5        | 520/3300 [00:00<00:00, 5194.21it/s]
 32%|###2      | 1069/3300 [00:00<00:00, 5361.99it/s]
 49%|####8     | 1606/3300 [00:00<00:00, 5300.14it/s]
 66%|######6   | 2192/3300 [00:00<00:00, 5514.20it/s]
 83%|########3 | 2744/3300 [00:00<00:00, 5423.52it/s]
100%|#########9| 3287/3300 [00:00<00:00, 5412.31it/s]
100%|##########| 3300/3300 [00:00<00:00, 5392.93it/s]
INFO:root:database build finish
INFO:root:Not using MUNIT output
INFO:root:[Warning] Ignoring Error(s) in loading state_dict for HybridNetsBackbone:
	size mismatch for classifier.header.pointwise_conv.conv.weight: copying a param with shape torch.Size([9, 160, 1, 1]) from checkpoint, the shape in current model is torch.Size([36, 160, 1, 1]).
	size mismatch for classifier.header.pointwise_conv.conv.bias: copying a param with shape torch.Size([9]) from checkpoint, the shape in current model is torch.Size([36]).
INFO:root:[Warning] Don't panic if you see this, this might be because you load a pretrained weights with different number of classes. The rest of the weights should be loaded already.
INFO:root:[Info] Successfully!!!
INFO:root:Epoch 1/50
  0%|          | 0/625 [00:00<?, ?it/s]
  0%|          | 1/625 [00:21<3:45:29, 21.68s/it]
 74%|#######4  | 463/625 [10:34<01:55,  1.40it/s]
 74%|#######4  | 464/625 [10:34<01:43,  1.55it/s]
 74%|#######4  | 465/625 [10:40<06:07,  2.30s/it]
 75%|#######4  | 466/625 [10:42<05:12,  1.97s/it]
 75%|#######4  | 467/625 [10:42<04:10,  1.58s/it]
 75%|#######4  | 468/625 [10:43<03:15,  1.25s/it]
 75%|#######5  | 469/625 [10:43<02:34,  1.01it/s]
 75%|#######5  | 470/625 [10:43<02:04,  1.24it/s]
 75%|#######5  | 471/625 [10:44<01:44,  1.47it/s]
 76%|#######5  | 472/625 [10:44<01:30,  1.69it/s]
 76%|#######5  | 473/625 [10:47<03:20,  1.32s/it]
 76%|#######5  | 474/625 [10:48<02:42,  1.08s/it]
 76%|#######6  | 475/625 [10:48<02:25,  1.03it/s]INFO:root:Step: 18600. Epoch: 30/50. Iteration: 476/625. Cls loss: 660.081. Reg loss: 2.529. Seg loss: 0.321. Total loss: 662.931

 76%|#######6  | 476/625 [10:49<02:01,  1.23it/s]
 76%|#######6  | 477/625 [10:49<01:41,  1.46it/s]
 76%|#######6  | 478/625 [10:50<01:24,  1.73it/s]
 77%|#######6  | 479/625 [10:50<01:16,  1.91it/s]
 77%|#######6  | 480/625 [10:50<01:12,  2.00it/s]
 77%|#######6  | 481/625 [10:57<05:31,  2.30s/it]
 77%|#######7  | 482/625 [10:58<04:14,  1.78s/it]
 77%|#######7  | 483/625 [10:59<03:37,  1.53s/it]
 77%|#######7  | 484/625 [10:59<02:47,  1.19s/it]
 78%|#######7  | 485/625 [11:00<02:28,  1.06s/it]
 78%|#######7  | 486/625 [11:00<01:56,  1.19it/s]
 78%|#######7  | 487/625 [11:00<01:34,  1.46it/s]
 78%|#######8  | 488/625 [11:01<01:22,  1.66it/s]
 78%|#######8  | 489/625 [11:07<05:19,  2.35s/it]
 78%|#######8  | 490/625 [11:08<04:08,  1.84s/it]
 79%|#######8  | 491/625 [11:08<03:18,  1.48s/it]
 79%|#######8  | 492/625 [11:09<02:46,  1.25s/it]
 79%|#######8  | 493/625 [11:10<02:26,  1.11s/it]
 79%|#######9  | 494/625 [11:10<01:56,  1.12it/s]
 79%|#######9  | 495/625 [11:11<01:37,  1.33it/s]
 79%|#######9  | 496/625 [11:11<01:26,  1.49it/s]
 80%|#######9  | 497/625 [11:17<04:26,  2.08s/it]
 80%|#######9  | 498/625 [11:17<03:38,  1.72s/it]
 80%|#######9  | 499/625 [11:18<02:49,  1.35s/it]
 80%|########  | 500/625 [11:18<02:12,  1.06s/it]
 80%|########  | 501/625 [11:19<02:13,  1.08s/it]
 80%|########  | 502/625 [11:20<01:48,  1.14it/s]
 80%|########  | 503/625 [11:20<01:29,  1.37it/s]
 81%|########  | 504/625 [11:21<01:15,  1.59it/s]
 81%|########  | 505/625 [11:27<04:27,  2.23s/it]
 81%|########  | 506/625 [11:28<03:45,  1.90s/it]
 81%|########1 | 507/625 [11:28<02:57,  1.51s/it]
 81%|########1 | 508/625 [11:29<02:16,  1.17s/it]
 81%|########1 | 509/625 [11:30<02:13,  1.15s/it]
 82%|########1 | 510/625 [11:30<01:46,  1.08it/s]
 82%|########1 | 511/625 [11:31<01:27,  1.30it/s]
 82%|########1 | 512/625 [11:31<01:15,  1.50it/s]
 82%|########2 | 513/625 [11:37<04:20,  2.33s/it]
 82%|########2 | 514/625 [11:38<03:27,  1.87s/it]
 82%|########2 | 515/625 [11:39<02:48,  1.53s/it]
 83%|########2 | 516/625 [11:39<02:11,  1.21s/it]
 83%|########2 | 517/625 [11:40<02:01,  1.12s/it]
 83%|########2 | 518/625 [11:41<01:35,  1.12it/s]
 83%|########3 | 519/625 [11:41<01:15,  1.40it/s]
 83%|########3 | 520/625 [11:41<01:02,  1.68it/s]
 83%|########3 | 521/625 [11:48<04:07,  2.38s/it]
 84%|########3 | 522/625 [11:48<03:14,  1.89s/it]
 84%|########3 | 523/625 [11:49<02:33,  1.51s/it]
 84%|########3 | 524/625 [11:49<01:58,  1.17s/it]
 84%|########4 | 525/625 [11:51<02:00,  1.21s/it]
 84%|########4 | 526/625 [11:51<01:35,  1.04it/s]
 84%|########4 | 527/625 [11:52<01:20,  1.22it/s]
 84%|########4 | 528/625 [11:52<01:09,  1.40it/s]
 85%|########4 | 529/625 [11:58<03:43,  2.33s/it]
 85%|########4 | 530/625 [11:59<02:52,  1.82s/it]
 85%|########4 | 531/625 [11:59<02:13,  1.42s/it]
 85%|########5 | 532/625 [12:00<01:44,  1.12s/it]
 85%|########5 | 533/625 [12:01<01:50,  1.20s/it]
 85%|########5 | 534/625 [12:01<01:27,  1.04it/s]
 86%|########5 | 535/625 [12:02<01:12,  1.24it/s]
 86%|########5 | 536/625 [12:02<01:01,  1.44it/s]
 86%|########5 | 537/625 [12:08<03:19,  2.26s/it]
 86%|########6 | 538/625 [12:09<02:39,  1.83s/it]
 86%|########6 | 539/625 [12:10<02:01,  1.41s/it]
 86%|########6 | 540/625 [12:10<01:35,  1.12s/it]
 87%|########6 | 541/625 [12:11<01:36,  1.15s/it]
 87%|########6 | 542/625 [12:12<01:16,  1.08it/s]
 87%|########6 | 543/625 [12:12<01:01,  1.33it/s]
 87%|########7 | 544/625 [12:12<00:54,  1.49it/s]
 87%|########7 | 545/625 [12:18<03:02,  2.28s/it]
 87%|########7 | 546/625 [12:19<02:24,  1.83s/it]
 88%|########7 | 547/625 [12:20<01:49,  1.40s/it]
 88%|########7 | 548/625 [12:21<01:38,  1.28s/it]
 88%|########7 | 549/625 [12:22<01:29,  1.17s/it]
 88%|########8 | 550/625 [12:22<01:10,  1.07it/s]
 88%|########8 | 551/625 [12:22<00:57,  1.28it/s]
 88%|########8 | 552/625 [12:23<00:48,  1.51it/s]
 88%|########8 | 553/625 [12:29<02:39,  2.22s/it]
 89%|########8 | 554/625 [12:30<02:09,  1.83s/it]
 89%|########8 | 555/625 [12:30<01:37,  1.39s/it]
 89%|########8 | 556/625 [12:31<01:33,  1.36s/it]
 89%|########9 | 557/625 [12:32<01:21,  1.21s/it]
 89%|########9 | 558/625 [12:32<01:05,  1.02it/s]
 89%|########9 | 559/625 [12:33<00:55,  1.19it/s]
 90%|########9 | 560/625 [12:33<00:46,  1.41it/s]
 90%|########9 | 561/625 [12:39<02:19,  2.18s/it]
 90%|########9 | 562/625 [12:40<01:49,  1.74s/it]
 90%|######### | 563/625 [12:40<01:22,  1.33s/it]
 90%|######### | 564/625 [12:42<01:23,  1.36s/it]
 90%|######### | 565/625 [12:43<01:14,  1.25s/it]
 91%|######### | 566/625 [12:43<00:58,  1.01it/s]
 91%|######### | 567/625 [12:43<00:46,  1.25it/s]
 91%|######### | 568/625 [12:44<00:37,  1.53it/s]
 91%|#########1| 569/625 [12:49<02:01,  2.16s/it]
 91%|#########1| 570/625 [12:50<01:38,  1.78s/it]
 91%|#########1| 571/625 [12:51<01:13,  1.37s/it]
 92%|#########1| 572/625 [12:52<01:14,  1.40s/it]
 92%|#########1| 573/625 [12:53<01:03,  1.22s/it]
 92%|#########1| 574/625 [12:53<00:48,  1.04it/s]
 92%|#########2| 575/625 [12:54<00:38,  1.28it/s]INFO:root:Step: 18700. Epoch: 30/50. Iteration: 576/625. Cls loss: 562.188. Reg loss: 2.694. Seg loss: 0.342. Total loss: 565.224

 92%|#########2| 576/625 [12:54<00:32,  1.50it/s]
 92%|#########2| 577/625 [12:59<01:41,  2.12s/it]
 92%|#########2| 578/625 [13:00<01:23,  1.78s/it]
 93%|#########2| 579/625 [13:01<01:02,  1.35s/it]
 93%|#########2| 580/625 [13:02<01:02,  1.39s/it]
 93%|#########2| 581/625 [13:03<00:54,  1.23s/it]
 93%|#########3| 582/625 [13:04<00:42,  1.01it/s]
 93%|#########3| 583/625 [13:04<00:35,  1.19it/s]
 93%|#########3| 584/625 [13:04<00:28,  1.42it/s]
 94%|#########3| 585/625 [13:10<01:23,  2.08s/it]
 94%|#########3| 586/625 [13:11<01:07,  1.72s/it]
 94%|#########3| 587/625 [13:11<00:50,  1.32s/it]
 94%|#########4| 588/625 [13:13<00:52,  1.42s/it]
 94%|#########4| 589/625 [13:13<00:43,  1.22s/it]
 94%|#########4| 590/625 [13:14<00:34,  1.01it/s]
 95%|#########4| 591/625 [13:14<00:28,  1.20it/s]
 95%|#########4| 592/625 [13:15<00:22,  1.44it/s]
 95%|#########4| 593/625 [13:20<01:06,  2.09s/it]
 95%|#########5| 594/625 [13:21<00:55,  1.78s/it]
 95%|#########5| 595/625 [13:21<00:40,  1.36s/it]
 95%|#########5| 596/625 [13:23<00:39,  1.36s/it]
 96%|#########5| 597/625 [13:24<00:34,  1.22s/it]
 96%|#########5| 598/625 [13:24<00:27,  1.00s/it]
 96%|#########5| 599/625 [13:25<00:21,  1.21it/s]
 96%|#########6| 600/625 [13:25<00:17,  1.44it/s]
 96%|#########6| 601/625 [13:30<00:50,  2.10s/it]
 96%|#########6| 602/625 [13:31<00:41,  1.79s/it]
 96%|#########6| 603/625 [13:32<00:29,  1.36s/it]
 97%|#########6| 604/625 [13:33<00:29,  1.41s/it]
 97%|#########6| 605/625 [13:34<00:24,  1.21s/it]
 97%|#########6| 606/625 [13:35<00:18,  1.01it/s]
 97%|#########7| 607/625 [13:35<00:14,  1.23it/s]
 97%|#########7| 608/625 [13:35<00:11,  1.49it/s]
 97%|#########7| 609/625 [13:41<00:33,  2.07s/it]
 98%|#########7| 610/625 [13:42<00:27,  1.81s/it]
 98%|#########7| 611/625 [13:42<00:19,  1.39s/it]
 98%|#########7| 612/625 [13:43<00:17,  1.34s/it]
 98%|#########8| 613/625 [13:44<00:13,  1.12s/it]
 98%|#########8| 614/625 [13:45<00:10,  1.08it/s]
 98%|#########8| 615/625 [13:45<00:07,  1.27it/s]
 99%|#########8| 616/625 [13:45<00:06,  1.49it/s]
 99%|#########8| 617/625 [13:51<00:16,  2.11s/it]
 99%|#########8| 618/625 [13:52<00:12,  1.82s/it]
 99%|#########9| 619/625 [13:52<00:08,  1.37s/it]
 99%|#########9| 620/625 [13:53<00:05,  1.18s/it]
 99%|#########9| 621/625 [13:53<00:03,  1.06it/s]
100%|#########9| 622/625 [13:54<00:02,  1.26it/s]
100%|#########9| 623/625 [13:54<00:01,  1.51it/s]
100%|#########9| 624/625 [13:55<00:00,  1.68it/s]
100%|##########| 625/625 [13:58<00:00,  1.26s/it]
100%|##########| 625/625 [13:58<00:00,  1.34s/it]
INFO:root:Validating...

  0%|          | 0/207 [00:00<?, ?it/s]
  0%|          | 1/207 [00:14<50:35, 14.73s/it]
  1%|          | 2/207 [00:19<29:40,  8.68s/it]
  1%|1         | 3/207 [00:22<21:48,  6.41s/it]
  2%|1         | 4/207 [00:27<19:37,  5.80s/it]
  2%|2         | 5/207 [00:32<18:20,  5.45s/it]
  3%|2         | 6/207 [00:36<16:38,  4.97s/it]
  3%|3         | 7/207 [00:41<16:19,  4.90s/it]
  4%|3         | 8/207 [00:45<15:15,  4.60s/it]
  4%|4         | 9/207 [00:49<15:02,  4.56s/it]
  5%|4         | 10/207 [00:54<15:17,  4.66s/it]
  5%|5         | 11/207 [00:58<14:44,  4.51s/it]
  6%|5         | 12/207 [01:02<14:09,  4.36s/it]
  6%|6         | 13/207 [01:06<13:38,  4.22s/it]
  7%|6         | 14/207 [01:11<14:00,  4.36s/it]
  7%|7         | 15/207 [01:15<13:39,  4.27s/it]
  8%|7         | 16/207 [01:19<13:30,  4.24s/it]
  8%|8         | 17/207 [01:23<13:26,  4.24s/it]
  9%|8         | 18/207 [01:28<13:46,  4.37s/it]
  9%|9         | 19/207 [01:33<13:44,  4.39s/it]
 10%|9         | 20/207 [01:37<13:25,  4.31s/it]
 10%|#         | 21/207 [01:41<13:16,  4.28s/it]
 11%|#         | 22/207 [01:45<13:04,  4.24s/it]
 11%|#1        | 23/207 [01:49<13:04,  4.26s/it]
 12%|#1        | 24/207 [01:53<12:41,  4.16s/it]
 12%|#2        | 25/207 [01:58<12:49,  4.23s/it]
 13%|#2        | 26/207 [02:01<12:23,  4.11s/it]
 13%|#3        | 27/207 [02:06<12:31,  4.18s/it]
 14%|#3        | 28/207 [02:10<12:28,  4.18s/it]
 14%|#4        | 29/207 [02:14<12:19,  4.15s/it]
 14%|#4        | 30/207 [02:18<12:25,  4.21s/it]
 15%|#4        | 31/207 [02:23<12:17,  4.19s/it]
 15%|#5        | 32/207 [02:27<12:15,  4.21s/it]
 16%|#5        | 33/207 [02:31<12:05,  4.17s/it]
 16%|#6        | 34/207 [02:36<12:28,  4.33s/it]
 17%|#6        | 35/207 [02:39<11:55,  4.16s/it]
 17%|#7        | 36/207 [02:44<12:00,  4.21s/it]
 18%|#7        | 37/207 [02:47<11:33,  4.08s/it]
 18%|#8        | 38/207 [02:52<11:57,  4.24s/it]
 19%|#8        | 39/207 [02:56<11:55,  4.26s/it]
 19%|#9        | 40/207 [03:00<11:32,  4.15s/it]
 20%|#9        | 41/207 [03:04<11:26,  4.13s/it]
 20%|##        | 42/207 [03:09<11:24,  4.15s/it]
 21%|##        | 43/207 [03:13<11:16,  4.12s/it]
 21%|##1       | 44/207 [03:17<11:20,  4.17s/it]
 22%|##1       | 45/207 [03:21<11:20,  4.20s/it]
 22%|##2       | 46/207 [03:25<11:18,  4.21s/it]
 23%|##2       | 47/207 [03:29<10:58,  4.12s/it]
 23%|##3       | 48/207 [03:34<11:36,  4.38s/it]
 24%|##3       | 49/207 [03:38<11:20,  4.31s/it]
 24%|##4       | 50/207 [03:43<11:09,  4.26s/it]
 25%|##4       | 51/207 [03:47<10:58,  4.22s/it]
 25%|##5       | 52/207 [03:51<10:43,  4.15s/it]
 26%|##5       | 53/207 [03:55<10:27,  4.08s/it]
 26%|##6       | 54/207 [03:59<10:24,  4.08s/it]
 27%|##6       | 55/207 [04:03<10:36,  4.19s/it]
 27%|##7       | 56/207 [04:07<10:23,  4.13s/it]
 28%|##7       | 57/207 [04:11<10:20,  4.13s/it]
 28%|##8       | 58/207 [04:15<10:13,  4.12s/it]
 29%|##8       | 59/207 [04:19<09:54,  4.02s/it]
 29%|##8       | 60/207 [04:23<09:43,  3.97s/it]
 29%|##9       | 61/207 [04:28<10:04,  4.14s/it]
 30%|##9       | 62/207 [04:31<09:52,  4.08s/it]
 30%|###       | 63/207 [04:36<09:46,  4.07s/it]
 31%|###       | 64/207 [04:40<09:37,  4.04s/it]
 31%|###1      | 65/207 [04:44<09:49,  4.15s/it]
 32%|###1      | 66/207 [04:49<10:17,  4.38s/it]
 32%|###2      | 67/207 [04:54<10:42,  4.59s/it]
 33%|###2      | 68/207 [04:58<10:29,  4.53s/it]
 33%|###3      | 69/207 [05:02<09:58,  4.33s/it]
 34%|###3      | 70/207 [05:06<09:47,  4.29s/it]
 34%|###4      | 71/207 [05:11<09:40,  4.27s/it]
 35%|###4      | 72/207 [05:15<09:30,  4.23s/it]
 35%|###5      | 73/207 [05:18<09:07,  4.09s/it]
 36%|###5      | 74/207 [05:22<08:50,  3.99s/it]
 36%|###6      | 75/207 [05:27<09:04,  4.12s/it]
 37%|###6      | 76/207 [05:32<09:29,  4.35s/it]
 37%|###7      | 77/207 [05:36<09:17,  4.29s/it]
 38%|###7      | 78/207 [05:40<09:07,  4.24s/it]
 38%|###8      | 79/207 [05:45<09:27,  4.43s/it]
 39%|###8      | 80/207 [05:49<09:23,  4.44s/it]
 39%|###9      | 81/207 [05:54<09:42,  4.62s/it]
 40%|###9      | 82/207 [05:59<09:29,  4.56s/it]
 40%|####      | 83/207 [06:03<09:23,  4.54s/it]
 41%|####      | 84/207 [06:07<09:03,  4.42s/it]
 41%|####1     | 85/207 [06:11<08:49,  4.34s/it]
 42%|####1     | 86/207 [06:16<08:37,  4.28s/it]
 42%|####2     | 87/207 [06:20<08:39,  4.33s/it]
 43%|####2     | 88/207 [06:24<08:22,  4.22s/it]
 43%|####2     | 89/207 [06:28<08:28,  4.31s/it]
 43%|####3     | 90/207 [06:33<08:49,  4.53s/it]
 44%|####3     | 91/207 [06:38<08:51,  4.58s/it]
 44%|####4     | 92/207 [06:43<08:41,  4.54s/it]
 45%|####4     | 93/207 [06:47<08:14,  4.34s/it]
 45%|####5     | 94/207 [06:50<07:56,  4.21s/it]
 46%|####5     | 95/207 [06:54<07:40,  4.12s/it]
 46%|####6     | 96/207 [06:59<07:43,  4.18s/it]
 47%|####6     | 97/207 [07:03<07:47,  4.25s/it]
 47%|####7     | 98/207 [07:07<07:34,  4.17s/it]
 48%|####7     | 99/207 [07:12<07:46,  4.32s/it]
 48%|####8     | 100/207 [07:16<07:32,  4.23s/it]
 49%|####8     | 101/207 [07:19<07:12,  4.08s/it]
 49%|####9     | 102/207 [07:24<07:20,  4.19s/it]
 50%|####9     | 103/207 [07:28<07:22,  4.25s/it]
 50%|#####     | 104/207 [07:33<07:38,  4.45s/it]
 51%|#####     | 105/207 [07:37<07:21,  4.33s/it]
 51%|#####1    | 106/207 [07:42<07:29,  4.45s/it]
 52%|#####1    | 107/207 [07:46<07:12,  4.33s/it]
 52%|#####2    | 108/207 [07:50<06:48,  4.13s/it]
 53%|#####2    | 109/207 [07:55<07:07,  4.36s/it]
 53%|#####3    | 110/207 [08:00<07:29,  4.63s/it]
 54%|#####3    | 111/207 [08:04<07:10,  4.48s/it]
 54%|#####4    | 112/207 [08:08<06:56,  4.39s/it]
 55%|#####4    | 113/207 [08:13<06:58,  4.45s/it]
 55%|#####5    | 114/207 [08:17<06:59,  4.51s/it]
 56%|#####5    | 115/207 [08:21<06:36,  4.31s/it]
 56%|#####6    | 116/207 [08:25<06:20,  4.18s/it]
 57%|#####6    | 117/207 [08:30<06:38,  4.43s/it]
 57%|#####7    | 118/207 [08:34<06:15,  4.21s/it]
 57%|#####7    | 119/207 [08:38<06:07,  4.18s/it]
 58%|#####7    | 120/207 [08:42<06:06,  4.21s/it]
 58%|#####8    | 121/207 [08:47<06:06,  4.27s/it]
 59%|#####8    | 122/207 [08:51<06:13,  4.40s/it]
 59%|#####9    | 123/207 [08:56<06:12,  4.43s/it]
 60%|#####9    | 124/207 [08:59<05:46,  4.17s/it]
 60%|######    | 125/207 [09:03<05:33,  4.07s/it]
 61%|######    | 126/207 [09:07<05:25,  4.02s/it]
 61%|######1   | 127/207 [09:12<05:36,  4.21s/it]
 62%|######1   | 128/207 [09:16<05:26,  4.13s/it]
 62%|######2   | 129/207 [09:20<05:29,  4.22s/it]
 63%|######2   | 130/207 [09:25<05:27,  4.25s/it]
 63%|######3   | 131/207 [09:29<05:21,  4.23s/it]
 64%|######3   | 132/207 [09:33<05:12,  4.17s/it]
 64%|######4   | 133/207 [09:37<05:14,  4.25s/it]
 65%|######4   | 134/207 [09:41<04:58,  4.09s/it]
 65%|######5   | 135/207 [09:46<05:17,  4.41s/it]
 66%|######5   | 136/207 [09:51<05:24,  4.56s/it]
 66%|######6   | 137/207 [09:56<05:20,  4.58s/it]
 67%|######6   | 138/207 [09:59<04:53,  4.26s/it]
 67%|######7   | 139/207 [10:03<04:47,  4.23s/it]
 68%|######7   | 140/207 [10:07<04:33,  4.08s/it]
 68%|######8   | 141/207 [10:11<04:19,  3.94s/it]
 69%|######8   | 142/207 [10:15<04:26,  4.10s/it]
 69%|######9   | 143/207 [10:19<04:29,  4.20s/it]
 70%|######9   | 144/207 [10:24<04:31,  4.31s/it]
 70%|#######   | 145/207 [10:29<04:30,  4.36s/it]
 71%|#######   | 146/207 [10:33<04:36,  4.53s/it]
 71%|#######1  | 147/207 [10:38<04:33,  4.57s/it]
 71%|#######1  | 148/207 [10:43<04:33,  4.64s/it]
 72%|#######1  | 149/207 [10:48<04:28,  4.64s/it]
 72%|#######2  | 150/207 [10:52<04:18,  4.53s/it]
 73%|#######2  | 151/207 [10:56<04:12,  4.50s/it]
 73%|#######3  | 152/207 [11:00<04:02,  4.41s/it]
 74%|#######3  | 153/207 [11:05<03:57,  4.41s/it]
 74%|#######4  | 154/207 [11:09<03:53,  4.40s/it]
 75%|#######4  | 155/207 [11:14<03:48,  4.40s/it]
 75%|#######5  | 156/207 [11:18<03:44,  4.40s/it]
 76%|#######5  | 157/207 [11:23<03:45,  4.52s/it]
 76%|#######6  | 158/207 [11:27<03:36,  4.41s/it]
 77%|#######6  | 159/207 [11:31<03:32,  4.43s/it]
 77%|#######7  | 160/207 [11:36<03:32,  4.52s/it]
 78%|#######7  | 161/207 [11:40<03:21,  4.39s/it]
 78%|#######8  | 162/207 [11:45<03:18,  4.41s/it]
 79%|#######8  | 163/207 [11:49<03:12,  4.37s/it]
 79%|#######9  | 164/207 [11:54<03:18,  4.62s/it]
 80%|#######9  | 165/207 [11:59<03:10,  4.54s/it]
 80%|########  | 166/207 [12:03<03:02,  4.46s/it]
 81%|########  | 167/207 [12:07<02:57,  4.44s/it]
 81%|########1 | 168/207 [12:11<02:48,  4.33s/it]
 82%|########1 | 169/207 [12:16<02:43,  4.30s/it]
 82%|########2 | 170/207 [12:21<02:50,  4.61s/it]
 83%|########2 | 171/207 [12:25<02:39,  4.43s/it]
 83%|########3 | 172/207 [12:29<02:34,  4.41s/it]
 84%|########3 | 173/207 [12:34<02:37,  4.63s/it]
 84%|########4 | 174/207 [12:39<02:30,  4.55s/it]
 85%|########4 | 175/207 [12:43<02:21,  4.42s/it]
 85%|########5 | 176/207 [12:47<02:16,  4.41s/it]
 86%|########5 | 177/207 [12:51<02:09,  4.30s/it]
 86%|########5 | 178/207 [12:55<02:02,  4.24s/it]
 86%|########6 | 179/207 [12:59<01:54,  4.08s/it]
 87%|########6 | 180/207 [13:03<01:50,  4.08s/it]
 87%|########7 | 181/207 [13:07<01:44,  4.02s/it]
 88%|########7 | 182/207 [13:11<01:40,  4.01s/it]
 88%|########8 | 183/207 [13:16<01:39,  4.14s/it]
 89%|########8 | 184/207 [13:19<01:33,  4.07s/it]
 89%|########9 | 185/207 [13:24<01:30,  4.10s/it]
 90%|########9 | 186/207 [13:28<01:25,  4.08s/it]
 90%|######### | 187/207 [13:32<01:23,  4.18s/it]
 91%|######### | 188/207 [13:37<01:21,  4.29s/it]
 91%|#########1| 189/207 [13:42<01:21,  4.51s/it]
 92%|#########1| 190/207 [13:47<01:19,  4.65s/it]
 92%|#########2| 191/207 [13:51<01:13,  4.60s/it]
 93%|#########2| 192/207 [13:55<01:07,  4.52s/it]
 93%|#########3| 193/207 [14:00<01:04,  4.60s/it]
 94%|#########3| 194/207 [14:05<00:59,  4.55s/it]
 94%|#########4| 195/207 [14:09<00:53,  4.47s/it]
 95%|#########4| 196/207 [14:13<00:49,  4.47s/it]
 95%|#########5| 197/207 [14:18<00:44,  4.42s/it]
 96%|#########5| 198/207 [14:23<00:41,  4.61s/it]
 96%|#########6| 199/207 [14:27<00:36,  4.50s/it]
 97%|#########6| 200/207 [14:31<00:31,  4.48s/it]
 97%|#########7| 201/207 [14:36<00:26,  4.43s/it]
 98%|#########7| 202/207 [14:40<00:21,  4.40s/it]
 98%|#########8| 203/207 [14:46<00:19,  4.77s/it]
 99%|#########8| 204/207 [14:50<00:13,  4.52s/it]
 99%|#########9| 205/207 [14:55<00:09,  4.86s/it]
100%|#########9| 206/207 [15:01<00:04,  4.98s/it]
100%|##########| 207/207 [15:05<00:00,  4.80s/it]
100%|##########| 207/207 [15:05<00:00,  4.37s/it]
INFO:root:Val. Epoch: 30/50. Classification loss: 430.19612. Regression loss: 2.87242. Segmentation loss: 0.44231. Total loss: 433.51086
INFO:root:Epoch 31/50

  0%|          | 0/625 [00:00<?, ?it/s]
  0%|          | 1/625 [00:12<2:12:01, 12.70s/it]
  0%|          | 2/625 [00:13<56:39,  5.46s/it]  
  0%|          | 3/625 [00:13<32:47,  3.16s/it]
  1%|          | 4/625 [00:14<21:49,  2.11s/it]
  1%|          | 5/625 [00:14<15:26,  1.49s/it]
  1%|          | 6/625 [00:14<11:37,  1.13s/it]
  1%|1         | 7/625 [00:15<09:08,  1.13it/s]
  1%|1         | 8/625 [00:15<07:50,  1.31it/s]
  1%|1         | 9/625 [00:23<31:12,  3.04s/it]
  2%|1         | 10/625 [00:24<23:04,  2.25s/it]
  2%|1         | 11/625 [00:24<17:17,  1.69s/it]
  2%|1         | 12/625 [00:25<13:18,  1.30s/it]
  2%|2         | 13/625 [00:25<10:29,  1.03s/it]
  2%|2         | 14/625 [00:25<08:41,  1.17it/s]
  2%|2         | 15/625 [00:26<07:14,  1.41it/s]
  3%|2         | 16/625 [00:26<06:24,  1.58it/s]
  3%|2         | 17/625 [00:34<28:30,  2.81s/it]
  3%|2         | 18/625 [00:35<21:15,  2.10s/it]
  3%|3         | 19/625 [00:35<16:08,  1.60s/it]
  3%|3         | 20/625 [00:35<12:27,  1.24s/it]
